,Country,LOCATION,ISO CODE 2 letter,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,interest_rate_pa_%,Flag Codes
543,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1984,14.84707,
544,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1985,12.98515,
545,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1986,11.40265,
546,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1987,11.439910000000001,
547,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1988,9.511101,
548,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1989,9.317203999999998,
549,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1990,10.4391,
550,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1991,9.524648,
551,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1992,9.466225,
552,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1993,7.700833,
553,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1994,7.920833,
554,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1995,8.255,
555,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1996,7.289166000000001,
556,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1997,6.293334,
557,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1998,4.796667,
558,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,1999,4.710833999999999,
559,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2000,5.5125,
560,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2001,5.011667,
561,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2002,5.01,
562,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2003,4.1325,
563,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2004,4.076667,
564,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2005,3.329167,
565,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2006,3.765,
566,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2007,4.305833,
567,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2008,4.525833,
568,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2009,5.225,
569,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2010,5.739167,
570,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2011,9.601666,
571,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2012,6.171667,
572,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2013,3.79,
573,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2014,2.3675,
574,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2015,1.1825,
575,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2016,0.7358333,
576,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2017,0.8016667,
577,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2018,0.9508333000000001,
578,Ireland,IRL,IE,LTINT,TOT,PC_PA,A,2019,0.3333333,
579,Israel,ISR,IL,LTINT,TOT,PC_PA,A,1997,4.065,
580,Israel,ISR,IL,LTINT,TOT,PC_PA,A,1998,4.925,
581,Israel,ISR,IL,LTINT,TOT,PC_PA,A,1999,5.199167,
582,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2000,5.475833000000001,
583,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2001,6.426480000000001,
584,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2002,9.233088,
585,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2003,8.884284,
586,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2004,7.561666000000001,
587,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2005,6.361667,
588,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2006,6.314166999999999,
589,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2007,5.554167,
590,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2008,5.923333,
591,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2009,5.063333999999999,
592,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2010,4.684166,
593,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2011,4.98,
594,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2012,4.399166999999999,
595,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2013,3.795833,
596,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2014,2.8858330000000003,
597,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2015,2.07,
598,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2016,1.8791669999999998,
599,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2017,1.9091669999999998,
600,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2018,1.9941669999999998,
601,Israel,ISR,IL,LTINT,TOT,PC_PA,A,2019,1.4683329999999999,
602,Italy,ITA,IT,LTINT,TOT,PC_PA,A,1992,13.26575,
603,Italy,ITA,IT,LTINT,TOT,PC_PA,A,1993,11.186919999999999,
604,Italy,ITA,IT,LTINT,TOT,PC_PA,A,1994,10.51883,
605,Italy,ITA,IT,LTINT,TOT,PC_PA,A,1995,12.20583,
606,Italy,ITA,IT,LTINT,TOT,PC_PA,A,1996,9.400666000000001,
607,Italy,ITA,IT,LTINT,TOT,PC_PA,A,1997,6.86025,
608,Italy,ITA,IT,LTINT,TOT,PC_PA,A,1998,4.8825,
609,Italy,ITA,IT,LTINT,TOT,PC_PA,A,1999,4.7275,
610,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2000,5.576083000000001,
611,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2001,5.187083,
612,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2002,5.034167,
613,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2003,4.295833,
614,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2004,4.258675,
615,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2005,3.555422,
616,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2006,4.046142,
617,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2007,4.487258,
618,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2008,4.681067,
619,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2009,4.311183,
620,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2010,4.0357080000000005,
621,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2011,5.422758,
622,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2012,5.492675,
623,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2013,4.316425,
624,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2014,2.8932,
625,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2015,1.71395,
626,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2016,1.486433,
627,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2017,2.112925,
628,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2018,2.6104,
629,Italy,ITA,IT,LTINT,TOT,PC_PA,A,2019,1.913225,
630,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1989,5.12725,
631,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1990,6.959917,
632,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1991,6.336666999999999,
633,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1992,5.326583,
634,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1993,4.320917,
635,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1994,4.363333,
636,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1995,3.4435,
637,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1996,3.1015,
638,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1997,2.3736669999999997,
639,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1998,1.541417,
640,Japan,JPN,JP,LTINT,TOT,PC_PA,A,1999,1.749,
641,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2000,1.7444169999999999,
642,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2001,1.319,
643,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2002,1.263167,
644,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2003,1.00325,
645,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2004,1.492667,
646,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2005,1.35475,
647,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2006,1.7405,
648,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2007,1.6655,
649,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2008,1.467333,
650,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2009,1.33375,
651,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2010,1.148333,
652,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2011,1.102417,
653,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2012,0.8355833,
654,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2013,0.6896667,
655,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2014,0.5203333,
656,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2015,0.35,
657,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2016,-0.06625,
658,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2017,0.05166667,
659,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2018,0.065,
660,Japan,JPN,JP,LTINT,TOT,PC_PA,A,2019,-0.11041669999999999,
661,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2001,7.573333,
662,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2002,5.408333,
663,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2003,4.900833,
664,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2004,4.8575,
665,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2005,3.875,
666,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2006,4.133333,
667,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2007,5.2825,
668,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2008,6.431667,
669,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2009,12.3575,
670,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2010,10.3375,
671,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2011,5.9075,
672,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2012,4.565,
673,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2013,3.34,
674,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2014,2.5083330000000004,
675,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2015,0.9633333000000001,
676,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2016,0.5341667,
677,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2017,0.8341666,
678,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2018,0.9025,
679,Latvia,LVA,LV,LTINT,TOT,PC_PA,A,2019,0.3425,
680,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2001,8.153334,
681,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2002,6.0625,
682,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2003,5.3225,
683,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2004,4.5025,
684,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2005,3.6991669999999996,
685,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2006,4.080833,
686,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2007,4.545833,
687,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2008,5.6075,
688,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2009,14.004170000000002,
689,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2010,5.566667,
690,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2011,5.16,
691,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2012,4.830833,
692,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2013,3.831667,
693,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2014,2.7925,
694,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2015,1.380833,
695,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2016,0.8983333,
696,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2017,0.31,
697,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2018,0.31,
698,Lithuania,LTU,LT,LTINT,TOT,PC_PA,A,2019,0.31,
699,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,1994,7.15,
700,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,1995,7.2291669999999995,
701,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,1996,6.296667,
702,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,1997,5.598333,
703,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,1998,4.728333,
704,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,1999,4.665,
705,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2000,5.518333,
706,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2001,4.860833,
707,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2002,4.683333,
708,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2003,3.315328,
709,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2004,2.841264,
710,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2005,2.413519,
711,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2006,3.3033330000000003,
712,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2010,2.950091,
713,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2011,2.9218919999999997,
714,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2012,1.834661,
715,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2013,1.849622,
716,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2014,1.3362479999999999,
717,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2015,0.36428,
718,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2016,-0.177239,
719,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2017,0.5027077999999999,
720,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2018,0.5640635,
721,Luxembourg,LUX,LU,LTINT,TOT,PC_PA,A,2019,-0.1200168,
722,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2002,10.125,
723,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2003,8.981667,
724,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2004,9.538333,
725,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2005,9.4175,
726,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2006,8.388333,
727,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2007,7.793334,
728,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2008,8.3125,
729,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2009,7.96375,
730,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2010,6.9,
731,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2011,6.667778,
732,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2012,5.598333,
733,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2013,5.6775,
734,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2014,6.014167,
735,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2015,5.928333,
736,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2016,6.19375,
737,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2017,7.248333000000001,
738,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2018,7.93,
739,Mexico,MEX,MX,LTINT,TOT,PC_PA,A,2019,7.668334,
740,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1959,4.398333999999999,
741,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1960,4.455,
742,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1961,4.179167,
743,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1962,4.235833,
744,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1963,4.309166,
745,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1964,5.089167,
746,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1965,5.500833999999999,
747,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1966,6.5833330000000005,
748,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1967,6.424167,
749,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1968,6.519166,
750,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1969,7.473333,
751,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1970,8.010834,
752,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1971,7.625833999999999,
753,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1972,7.3541669999999995,
754,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1973,7.9166669999999995,
755,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1974,9.824166,
756,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1975,8.786667,
757,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1976,8.9525,
758,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1977,8.100833,
759,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1978,7.735833,
760,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1979,8.775,
761,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1980,10.20833,
762,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1981,11.5525,
763,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1982,10.0975,
764,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1983,8.610833,
765,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1984,8.328333,
766,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1985,7.3275,
767,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1986,6.3175,
768,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1987,6.4025,
769,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1988,6.415833,
770,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1989,7.218333,
771,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1990,8.920834,
772,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1991,8.739166,
773,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1992,8.1025,
774,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1993,6.360833,
775,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1994,6.865,
776,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1995,6.899166999999999,
777,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1996,6.150833,
778,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1997,5.576667,
779,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1998,4.631667,
780,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,1999,4.62925,
781,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2000,5.4038330000000006,
782,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2001,4.9575,
783,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2002,4.89025,
784,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2003,4.123167,
785,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2004,4.095,
786,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2005,3.3739999999999997,
787,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2006,3.78075,
788,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2007,4.288167,
789,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2008,4.22675,
790,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2009,3.686833,
791,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2010,2.9900830000000003,
792,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2011,2.98875,
793,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2012,1.9335,
794,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2013,1.9589169999999998,
795,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2014,1.454667,
796,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2015,0.6903333,
797,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2016,0.2910833,
798,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2017,0.5220832999999999,
799,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2018,0.5766667,
800,Netherlands,NLD,NL,LTINT,TOT,PC_PA,A,2019,-0.07,
801,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1970,5.5075,
802,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1971,5.516667,
803,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1972,5.523333999999999,
804,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1973,5.796667,
805,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1974,6.0825,
806,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1975,6.326667,
807,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1976,8.341666,
808,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1977,9.239166,
809,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1978,9.979167,
810,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1979,11.97909,
811,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1980,13.28333,
812,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1981,12.8325,
813,New Zealand,NZL,NZ,LTINT,TOT,PC_PA,A,1982,12.89333,
