,Country,LOCATION,ISO CODE 2 letter,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Nominal_house_price,Flag Codes
1149,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2008,88.43330648,
1150,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2009,89.21799567,
1151,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2010,91.17946536,
1152,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2011,95.64115034,
1153,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2012,96.81843741,
1154,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2013,95.76956784,
1155,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2014,97.27157135,
1156,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1157,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2016,101.6215559,
1158,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2017,102.85355340000001,
1159,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2018,104.27526429999999,
1160,South Korea,KOR,KR,HOUSECOST,NOMINAL,IDX2015,A,2019,103.96827809999999,
1161,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1971,1.8555543069999998,
1162,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1972,1.968021941,
1163,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1973,2.389738264,
1164,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1974,3.261287817,
1165,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1975,3.514315124,
1166,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1976,4.107928848999999,
1167,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1977,5.613445675,
1168,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1978,7.450184907000001,
1169,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1979,7.841620526,
1170,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1980,8.233056143999999,
1171,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1981,8.735256842,
1172,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1982,9.026432069,
1173,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1983,10.77348344,
1174,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1984,11.58965643,
1175,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1985,12.75435734,
1176,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1986,14.71317251,
1177,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1987,20.70687639,
1178,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1988,26.22194886,
1179,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1989,32.40848228,
1180,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1990,37.46192534,
1181,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1991,42.67274207,
1182,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1992,42.38597229,
1183,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1993,42.26007336,
1184,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1994,42.89306519,
1185,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1995,44.39336075,
1186,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1996,45.5229539,
1187,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1997,47.4638957,
1188,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1998,49.77204271,
1189,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,1999,53.24475479,
1190,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2000,57.23854855,
1191,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2001,62.67668279,
1192,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2002,73.30814778,
1193,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2003,87.95089250000001,
1194,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2004,104.0764468,
1195,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2005,119.27174790000001,
1196,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2006,135.5004112,
1197,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2007,148.79112800000001,
1198,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2008,146.6661333,
1199,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2009,136.9751576,
1200,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2010,134.5551636,
1201,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2011,124.2701893,
1202,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2012,105.90523519999999,
1203,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2013,96.23925940000001,
1204,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2014,96.53925865,
1205,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1206,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2016,104.6227384,
1207,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2017,111.1052222,
1208,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2018,118.5802035,
1209,Spain,ESP,ES,HOUSECOST,NOMINAL,IDX2015,A,2019,124.7151882,
1210,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1970,5.467099189,
1211,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1971,5.753276372999999,
1212,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1972,6.1844004429999995,
1213,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1973,6.630390858999999,
1214,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1974,7.232477921,
1215,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1975,8.529566716,
1216,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1976,9.881220721,
1217,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1977,11.44845495,
1218,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1978,13.0348018,
1219,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1979,14.46824775,
1220,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1980,15.27097748,
1221,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1981,15.34742793,
1222,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1982,15.38565315,
1223,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1983,15.44299099,
1224,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1984,15.82524324,
1225,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1985,16.43684685,
1226,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1986,17.54575,
1227,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1987,19.80125,
1228,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1988,23.3945,
1229,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1989,27.7905,
1230,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1990,31.078000000000003,
1231,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1991,33.2185,
1232,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1992,30.084,
1233,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1993,26.75825,
1234,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1994,27.98175,
1235,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1995,28.05825,
1236,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1996,28.2875,
1237,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1997,30.1605,
1238,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1998,33.0275,
1239,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,1999,36.124,
1240,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2000,40.1755,
1241,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2001,43.34875,
1242,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2002,46.10125,
1243,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2003,49.159,
1244,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2004,53.74625,
1245,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2005,58.60075,
1246,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2006,65.74925,
1247,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2007,72.5915,
1248,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2008,74.96175,
1249,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2009,76.14675,
1250,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2010,82.11025,
1251,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2011,82.7215,
1252,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2012,81.575,
1253,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2013,84.13600000000001,
1254,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2014,90.25225,
1255,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1256,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2016,108.48625,
1257,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2017,117.43125,
1258,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2018,117.73700000000001,
1259,Sweden,SWE,SE,HOUSECOST,NOMINAL,IDX2015,A,2019,120.33625,
1260,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1970,22.85900827,
1261,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1971,26.18244398,
1262,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1972,31.56010417,
1263,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1973,37.23112431,
1264,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1974,37.34379178,
1265,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1975,34.4453964,
1266,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1976,33.00909077,
1267,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1977,33.21409809,
1268,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1978,34.66941459,
1269,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1979,37.55689268,
1270,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1980,41.25903584,
1271,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1981,45.45134342,
1272,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1982,47.70834339,
1273,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1983,49.66876725,
1274,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1984,52.47109882,
1275,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1985,55.03953609,
1276,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1986,58.33095097,
1277,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1987,62.27563049,
1278,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1988,71.59410502,
1279,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1989,80.71560786,
1280,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1990,80.52564667,
1281,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1991,79.17186577,
1282,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1992,75.71745232,
1283,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1993,71.79680792,
1284,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1994,71.73674834,
1285,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1995,68.96013335,
1286,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1996,65.31536082,
1287,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1997,63.04643864,
1288,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1998,62.49570345,
1289,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,1999,62.40922366,
1290,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2000,62.43190608,
1291,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2001,62.99365748,
1292,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2002,62.90090725,
1293,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2003,63.79565949,
1294,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2004,66.13316533,
1295,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2005,68.57617144,
1296,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2006,72.81843205,
1297,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2007,77.09794274,
1298,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2008,80.00370001,
1299,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2009,80.38445096,
1300,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2010,82.60120649999999,
1301,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2011,87.86471966,
1302,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2012,92.11398028,
1303,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2013,94.86423716,
1304,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2014,97.45274363,
1305,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1306,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2016,101.619754,
1307,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2017,103.585259,
1308,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2018,106.7220168,
1309,Switzerland,CHE,CH,HOUSECOST,NOMINAL,IDX2015,A,2019,110.55677639999999,
1310,Turkey,TUR,TR,HOUSECOST,NOMINAL,IDX2015,A,2010,58.464,
1311,Turkey,TUR,TR,HOUSECOST,NOMINAL,IDX2015,A,2011,62.54975,
1312,Turkey,TUR,TR,HOUSECOST,NOMINAL,IDX2015,A,2012,68.32775,
1313,Turkey,TUR,TR,HOUSECOST,NOMINAL,IDX2015,A,2013,75.946,
1314,Turkey,TUR,TR,HOUSECOST,NOMINAL,IDX2015,A,2014,86.1545,
1315,Turkey,TUR,TR,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1316,Turkey,TUR,TR,HOUSECOST,NOMINAL,IDX2015,A,2016,113.6155,
1317,Turkey,TUR,TR,HOUSECOST,NOMINAL,IDX2015,A,2017,125.39175,
1318,Turkey,TUR,TR,HOUSECOST,NOMINAL,IDX2015,A,2018,134.8905,
1319,Turkey,TUR,TR,HOUSECOST,NOMINAL,IDX2015,A,2019,141.02425,
1320,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1969,1.943194452,
1321,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1970,2.056440221,
1322,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1971,2.3009481330000003,
1323,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1972,3.0756521460000004,
1324,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1973,4.2312737469999995,
1325,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1974,4.563289752,
1326,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1975,4.8309615710000005,
1327,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1976,5.258206974,
1328,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1977,5.644272097000001,
1329,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1978,6.568254624,
1330,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1979,8.498580237999999,
1331,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1980,10.274479800000002,
1332,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1981,10.86387256,
1333,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1982,11.12124931,
1334,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1983,12.43129696,
1335,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1984,13.58949233,
1336,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1985,14.77342537,
1337,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1986,16.78096401,
1338,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1987,19.59896387,
1339,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1988,25.0016787,
1340,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1989,29.84667856,
1341,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1990,29.48453793,
1342,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1991,29.06417308,
1343,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1992,27.90808817,
1344,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1993,27.4359908,
1345,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1994,28.16468412,
1346,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1995,28.35716914,
1347,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1996,29.395213399999996,
1348,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1997,31.98001233,
1349,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1998,35.6441023,
1350,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,1999,39.521300700000005,
1351,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2000,45.41959189,
1352,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2001,49.11805419,
1353,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2002,57.052905700000004,
1354,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2003,65.98905744,
1355,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2004,73.82261371,
1356,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2005,78.92775,
1357,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2006,85.125,
1358,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2007,93.5535,
1359,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2008,89.37525,
1360,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2009,81.413,
1361,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2010,86.07799999999999,
1362,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2011,84.8325,
1363,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2012,85.166,
1364,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2013,87.3505,
1365,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2014,94.33875,
1366,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1367,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2016,106.975,
1368,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2017,111.8335,
1369,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2018,115.49600000000001,
1370,United Kingdom,GBR,GB,HOUSECOST,NOMINAL,IDX2015,A,2019,116.605,
1371,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1970,11.24133841,
1372,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1971,12.14861248,
1373,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1972,13.020843600000001,
1374,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1973,14.56544732,
1375,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1974,15.89740763,
1376,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1975,16.88949436,
1377,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1976,17.93272837,
1378,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1977,19.88130922,
1379,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1978,22.53748657,
1380,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1979,25.5286288,
1381,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1980,27.56330504,
1382,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1981,29.05315888,
1383,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1982,29.924202100000002,
1384,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1983,31.04411481,
1385,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1984,32.49293882,
1386,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1985,34.43008513,
1387,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1986,37.09769702,
1388,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1987,40.01485103,
1389,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1988,42.55870079,
1390,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1989,44.98887774,
1391,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1990,46.15385601,
1392,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1991,46.57279829,
1393,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1992,47.73125631,
1394,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1993,48.87810654,
1395,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1994,50.51016263,
1396,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1995,51.81023575,
1397,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1996,53.31344531,
1398,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1997,54.82129798,
1399,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1998,57.45742841,
1400,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,1999,60.96414352,
1401,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2000,65.04544452,
1402,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2001,69.53766149,
1403,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2002,74.43266898,
1404,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2003,80.13673983,
1405,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2004,87.70850503,
1406,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2005,96.89491462,
1407,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2006,102.5676444,
1408,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2007,102.5386249,
1409,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2008,94.18333353,
1410,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2009,88.57792894,
1411,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2010,85.93831617,
1412,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2011,82.30971921,
1413,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2012,84.61386667,
1414,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2013,90.52223473,
1415,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2014,95.03070262,
1416,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1417,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2016,105.7307688,
1418,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2017,112.3820358,
1419,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2018,119.53475949999999,
1420,United States,USA,US,HOUSECOST,NOMINAL,IDX2015,A,2019,125.7611812,
